NSID,W1GrssyrMP,W1GrssyrHH,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualmum,W1hiqualdad,W1wrkfulldad,W1wrkfullmum,W1empsmum,W1empsdad,W1ch0_2HH,W1ch3_11HH,W1ch12_15HH,W1ch16_17HH,IndSchool,W1marstatmum,W1depkids,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W1yschat1,W2ghq12scr,W2disc1YP,W2depressYP,W4AlcFreqYP,W4CannTryYP,W4NamesYP,W4RacismYP,W4empsYP,W4schatYP,W4Childck1YP,W5JobYP,W5EducYP,W5Apprent1YP,W6JobYP,W6UnivYP,W6EducYP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6DebtattYP,W6NEETAct,W8DGHQSC,W8DMARSTAT,W8DACTIVITYC,W8DWRK,W8CMSEX,W8TENURE,W8DACTIVITY,W8QDEB2,W8QMAFI,W8DINCW
NS12274D,10400,41400,2,1,2,1,1,6,1,5,16,2,1,1,2,0,1,1,1,0,2,3,0,2,1,1,3,2,1,1,3,38,0,2,2,2,2,2,2,5,13,-91,2,1,2,2,2,2,9,4,4,2,12,-91,5,1,1,1,2,4,1,-1,1,399.85
NS22906T,-92,-99,1,1,2,0,1,2,1,-99,13,1,1,1,1,0,0,1,0,0,2,1,0,3,1,1,4,1,1,1,3,40,0,2,1,3,1,2,2,5,17,-91,1,2,2,1,1,-91,1,4,4,2,17,-91,2,1,5,2,2,4,6,14000,2,399.84
NS13802Y,2662.4,-1,2,1,2,2,1,2,1,14,16,1,2,2,1,0,2,1,0,0,2,3,0,4,1,4,3,2,2,2,2,18,0,2,1,2,1,2,2,4,7,-91,1,2,2,1,2,2,9,4,4,2,13,-91,1,1,1,1,1,4,1,-1,2,399.82
NS11437M,-91,20000,10,1,2,2,1,2,1,15,9,1,3,6,1,0,2,1,1,0,2,4,0,4,1,3,-91,2,1,1,3,16,3,2,3,2,2,1,2,3,6,-91,1,2,2,1,2,2,9,4,4,2,8,-91,0,1,2,1,2,4,4,1300,2,399.8
NS22981V,-1,-1,2,1,2,0,1,2,1,15,-99,1,2,2,1,0,0,1,1,0,2,2,0,-99,1,2,4,2,2,2,3,31,0,-1,2,4,2,2,2,5,16,-91,2,1,2,2,1,-91,1,4,4,2,10,-91,0,2,1,1,2,1,1,-1,1,399.77
NS23205Y,7800,36600,2,1,2,0,1,2,1,6,15,1,2,2,1,0,0,1,0,0,2,1,0,2,1,2,3,2,2,2,3,44,0,2,1,2,2,2,2,5,20,-91,2,1,2,2,1,-91,1,4,4,2,17,-91,1,1,1,1,1,4,1,4400,2,399.68
NS19553P,9328.8,-1,2,1,2,0,1,2,1,2,9,1,2,2,1,0,0,1,1,0,2,2,0,5,1,3,1,1,2,1,2,28,5,2,3,2,1,2,2,5,7,-91,1,1,2,1,2,1,9,4,4,2,6,-91,-1,1,-1,-1,2,-9,-1,-1,-1,399.58
NS13771G,7150,-99,2,1,2,1,1,6,1,15,-99,1,2,2,1,0,0,2,0,0,2,2,0,-99,1,3,2,1,1,2,3,31,2,2,2,2,1,2,2,5,11,-91,1,1,2,-92,1,-91,1,4,4,2,8,-91,0,1,1,1,2,7,1,-9,2,399.51
NS18245V,-1,-1,4,1,2,1,1,2,1,2,15,1,2,2,1,0,1,1,1,0,2,3,0,4,1,2,4,2,2,2,3,40,1,2,2,-91,2,2,2,5,15,-91,2,1,2,2,2,2,9,4,4,2,13,-91,0,2,1,1,2,2,1,-1,2,399.49
NS15039N,27000,-999,1,1,2,0,1,2,1,5,13,1,1,1,1,0,0,2,0,0,2,2,0,2,1,1,2,2,1,2,3,34,6,2,3,3,1,2,2,5,11,-91,1,1,2,1,1,-91,1,4,4,2,13,-91,1,1,1,1,2,2,1,15000,2,399.32
NS17746L,2600,2600,2,2,2,1,1,5,1,16,-99,-99,2,2,-99,0,1,1,0,0,2,2,0,-99,1,2,4,2,1,2,3,43,0,2,2,6,2,1,2,5,15,-91,2,1,2,2,2,1,4,2,2,2,12,-91,5,1,4,2,2,4,5,-1,3,399.26
NS25948L,4000,24800,4,1,2,2,1,2,1,7,4,1,2,2,1,0,2,1,0,0,2,3,0,5,1,2,1,2,1,1,3,31,0,2,2,3,2,2,2,5,11,-91,1,1,2,1,2,1,3,4,1,2,14,-91,2,1,1,1,1,5,2,2500,4,399.24
NS19693V,15600,17423.64,1,1,1,1,1,2,1,4,2,1,2,2,1,0,1,1,0,0,3,2,0,2,1,2,4,2,1,2,3,24,0,2,1,3,1,2,2,5,15,-91,1,1,2,2,1,-91,1,4,4,2,12,-91,0,1,1,1,2,2,1,-1,2,399.23
NS10555F,15600,25449.84,1,1,1,0,1,2,1,5,13,2,1,1,2,0,0,1,0,0,2,1,0,2,1,1,2,2,1,2,3,26,1,2,1,5,2,2,2,5,15,-91,1,1,2,2,1,-91,1,4,4,2,13,-91,0,2,1,1,2,4,1,2000,2,399.13
NS24483C,28028,50028,1,1,2,0,1,2,1,3,8,1,1,1,1,0,0,1,0,1,2,1,0,2,1,1,5,2,1,1,3,36,1,2,2,2,1,1,2,5,14,-91,1,1,2,2,1,-91,1,4,4,2,19,-91,0,1,1,1,2,2,1,2800,1,399.05
NS18167J,12480,38880,1,1,2,1,1,2,1,6,4,1,1,1,1,0,1,1,0,0,2,2,0,2,1,1,1,1,1,-1,3,30,7,2,3,2,1,2,1,5,15,-91,1,1,2,1,1,-91,1,4,4,2,15,-91,0,1,1,1,2,2,1,-9,2,399.05
NS14464E,28000,63000,1,1,2,0,1,2,1,3,13,1,1,1,1,0,0,1,0,0,2,1,0,5,1,2,4,2,1,2,2,42,0,2,1,2,1,2,2,5,15,-91,1,1,2,1,2,1,3,4,1,2,10,-91,6,1,1,1,2,4,2,5000,5,399.03
NS20942B,12979.2,-92,1,1,2,1,1,2,1,4,16,1,1,1,1,0,0,2,0,0,2,2,0,-94,1,2,5,2,2,1,3,34,6,2,3,-91,2,2,2,5,15,-91,2,1,2,2,1,-91,1,4,4,2,17,-91,8,1,5,2,2,4,6,70000,4,398.92
NS21532T,15600,-92,1,1,2,0,1,2,1,15,4,1,1,1,1,0,0,1,1,1,2,2,0,3,1,2,4,2,2,1,3,41,1,2,2,4,2,2,2,5,19,-91,2,1,2,2,1,-91,1,4,4,2,12,-91,1,1,1,1,2,5,2,-1,2,398.81
NS23263N,-92,-92,1,1,2,1,1,2,1,15,15,1,1,1,1,0,0,2,0,0,2,2,0,5,1,2,3,2,1,-1,3,40,0,2,2,2,2,2,2,5,16,-91,1,2,2,1,1,-91,1,4,4,2,10,-91,0,1,1,1,1,2,1,95000,1,398.7
NS18128G,22800,31800,1,1,2,0,1,2,1,15,8,1,2,2,1,0,0,1,0,0,2,1,0,1,1,1,5,2,1,2,3,42,1,2,1,2,1,2,2,5,16,-91,1,1,2,2,2,1,3,4,1,2,10,-91,6,1,1,1,1,4,1,-1,2,398.65
NS10459H,11604,32076,1,1,2,1,1,2,1,7,2,1,1,1,1,0,1,1,0,0,2,2,0,2,1,1,5,2,2,2,3,37,2,2,2,2,2,2,2,5,17,-91,1,2,2,1,1,-91,1,4,4,2,17,-91,3,1,1,1,2,2,1,-1,1,398.63
NS19900X,1947.4,-92,2,1,2,2,1,2,1,15,16,1,2,2,1,0,1,2,0,0,2,3,0,2,1,3,3,2,2,2,3,36,1,2,2,4,2,2,2,5,19,-91,1,1,2,1,2,2,9,4,4,2,10,-91,8,1,1,1,1,5,1,1000,2,398.62
NS24637N,-3,-3,4,1,2,1,1,2,1,7,2,1,2,2,1,0,0,2,0,1,2,2,0,1,1,1,5,2,1,2,3,41,1,2,2,1,2,2,2,5,17,-91,1,1,2,2,1,-91,1,4,4,2,15,-91,4,1,1,1,2,4,1,700,2,398.54
NS25553R,7000,25200,2,1,2,1,1,2,1,15,18,1,2,2,1,0,0,2,0,0,2,2,0,4,1,2,4,2,1,1,3,40,0,2,-1,5,2,2,2,5,16,-91,1,1,2,1,2,2,9,4,4,2,4,-91,0,2,1,1,2,2,1,10000,2,398.52
NS19123X,33600,39148.4,1,1,2,1,1,2,1,16,4,1,2,2,1,0,1,1,0,0,2,2,0,2,1,2,2,2,1,2,3,38,0,2,1,2,2,2,2,5,12,-91,1,1,2,1,2,1,9,4,4,2,16,-91,5,1,1,1,2,7,1,-1,1,398.46
NS11894K,-1,-1,1,1,2,0,1,1,1,5,5,1,1,1,1,0,0,1,1,0,2,2,0,2,1,1,2,2,2,1,3,39,0,2,2,4,2,2,2,5,15,-91,1,1,2,1,1,-91,1,4,4,2,15,-91,0,1,1,1,2,2,1,2800,1,398.46
NS15969R,15741.6,36918.6,1,1,2,1,1,2,1,8,13,1,1,1,1,0,1,1,0,0,2,2,0,5,1,1,3,2,1,2,2,39,0,2,1,3,1,2,2,5,13,-91,1,1,2,1,2,1,9,4,4,2,16,-91,7,1,4,2,1,5,5,60000,2,398.44
NS13380R,7956,25956,1,1,2,1,1,2,1,16,15,1,1,1,1,0,1,1,0,0,2,2,0,2,1,1,4,2,2,2,3,32,0,2,1,2,2,2,2,5,13,-91,1,2,2,1,2,2,9,4,4,2,18,-91,1,2,1,1,2,2,1,0,1,398.39
NS22355C,-1,-1,1,1,2,1,1,2,1,15,8,1,1,1,1,0,1,1,0,0,2,2,0,2,1,3,5,2,1,2,3,33,0,2,2,3,2,2,2,5,11,-91,1,1,2,1,1,-91,1,4,4,2,11,-91,0,1,2,1,2,4,3,-1,2,398.38
NS20497T,4576,52576,2,1,2,0,1,1,1,2,7,1,2,2,1,0,0,3,1,0,2,4,0,1,1,1,5,2,2,2,3,32,1,2,2,3,2,2,2,5,15,-91,1,1,2,1,2,2,9,4,4,2,16,-91,0,1,1,1,2,2,1,-1,1,398.27
NS20865R,3861,28302,2,1,2,1,1,2,1,16,16,1,2,2,1,0,1,1,0,0,2,2,0,5,1,2,5,2,1,2,3,40,-92,2,2,3,2,2,2,5,17,-91,1,1,2,1,2,2,9,4,4,2,12,-91,9,1,1,1,2,2,1,-9,2,398.23
NS10357D,-92,-92,1,1,1,0,1,2,1,8,4,1,1,1,1,0,0,2,0,0,2,2,0,1,1,1,3,2,2,2,3,37,0,2,2,6,2,2,2,5,18,-91,1,1,2,1,1,-91,1,4,4,2,13,-91,6,1,1,1,2,5,1,-1,2,398.15
NS15036K,54624,134624,1,1,2,0,1,1,1,2,1,1,1,1,1,0,0,1,1,1,2,2,0,1,1,1,5,2,1,2,3,33,8,2,3,3,1,1,2,5,15,-91,2,1,2,2,1,-91,1,4,4,2,14,-91,0,1,2,1,2,4,4,20000,2,398.12
NS24185Y,16800,39492,1,1,2,0,1,2,1,4,16,1,1,1,1,0,0,2,0,0,2,2,0,2,1,2,2,2,-1,-1,3,38,1,2,1,5,1,2,2,5,7,-91,1,1,2,1,2,2,9,4,4,2,14,-91,0,1,1,1,2,2,1,5000,1,398.02
NS24927A,14378,24258,2,1,2,0,1,2,1,2,15,1,2,2,1,0,0,2,0,0,2,2,0,4,1,2,4,2,2,1,3,41,2,2,1,3,2,2,2,5,15,-91,1,1,2,2,1,-91,1,4,4,2,17,-91,4,1,1,1,2,4,1,-1,1,398.02
NS14062T,6825,41210,2,1,1,0,1,2,1,4,4,1,2,2,1,0,0,1,0,0,2,1,0,1,1,1,5,2,1,1,3,46,2,2,2,2,2,1,2,5,16,-91,1,1,2,2,1,-91,9,4,4,2,17,-91,0,2,1,1,2,2,1,-8,1,397.98
NS11707K,6578,336578,2,1,2,1,1,2,1,15,8,1,2,2,1,0,0,2,0,0,2,2,0,1,1,4,3,2,2,1,3,31,0,2,1,3,2,2,2,1,11,-91,1,1,1,1,2,2,9,4,4,2,12,-91,0,1,1,1,2,7,1,-1,2,397.95
NS25608B,-91,-999,9,1,1,0,1,2,1,15,2,1,3,8,1,0,0,1,1,0,2,2,0,3,1,1,3,2,1,2,3,43,3,2,2,2,1,1,2,5,19,-91,1,1,2,2,1,-91,1,4,4,2,19,-91,6,1,1,1,2,5,1,100,1,397.92
NS23824Z,-92,-92,1,1,2,1,1,2,1,9,2,1,1,1,1,0,1,1,0,0,2,2,0,2,1,1,2,2,1,1,3,31,0,2,1,2,1,2,2,5,15,-91,1,1,2,2,1,-91,1,4,4,2,11,-91,0,1,1,1,2,2,1,500,1,397.69
NS18961V,26000,-999,1,1,2,0,1,1,1,7,14,1,1,1,1,0,0,1,0,0,2,1,0,4,1,3,3,-1,2,1,3,26,6,2,2,5,2,2,1,5,15,-91,1,1,2,1,2,1,2,4,4,2,8,-91,0,2,1,1,2,7,1,-1,1,397.67
NS17622Q,-999,-999,1,1,2,0,1,2,1,7,4,1,1,1,1,0,0,1,1,0,2,1,0,2,1,1,4,2,1,1,3,37,5,2,4,4,2,2,2,5,13,-91,2,2,2,2,1,-91,1,4,4,2,11,-91,12,2,1,1,1,2,1,-1,3,397.66
NS13549C,26000,26000,1,1,2,0,1,2,1,3,9,3,1,1,8,0,0,1,1,0,2,2,0,2,1,1,2,2,1,2,3,31,0,2,2,2,2,2,-92,5,16,-91,2,1,2,2,1,-91,1,4,4,2,17,-91,3,1,5,2,1,4,6,-1,1,397.64
NS12199W,20600,70000,3,1,2,1,1,2,1,4,4,1,1,1,1,0,1,1,1,0,2,3,0,5,1,3,5,1,1,1,3,19,0,2,2,2,1,2,2,3,5,-91,1,1,2,1,2,2,9,4,4,2,12,-91,5,1,1,1,1,2,1,700,2,397.59
NS21035L,11440,-92,2,1,2,1,1,1,1,4,15,1,2,2,1,0,1,1,0,1,2,2,0,1,1,1,4,2,1,1,3,39,1,2,1,2,2,1,2,5,10,-91,1,1,2,2,1,-91,1,4,4,2,12,-91,2,1,1,1,2,2,1,40000,2,397.58
NS16469B,-91,-999,10,1,2,0,1,2,1,15,13,1,3,6,1,0,0,1,2,0,2,3,0,4,1,2,2,2,1,2,3,34,0,2,1,6,2,2,2,5,16,-91,1,1,2,1,1,-91,1,4,4,2,16,-91,9,1,1,1,2,7,1,20000,4,397.55
NS26099L,4738.76,79738.76,2,1,2,2,1,2,1,15,8,1,2,2,1,0,2,1,1,0,2,4,0,1,1,3,4,2,2,1,3,41,1,2,3,3,2,1,2,5,16,-91,1,1,2,1,1,-91,1,4,4,2,12,-91,0,1,1,1,1,7,1,-1,1,397.29
NS23523R,8008,45448,2,1,2,0,1,2,1,9,9,1,2,2,1,0,0,1,0,0,2,1,0,5,1,2,2,2,2,1,3,27,0,2,2,-91,2,2,2,5,13,-91,2,1,2,1,1,-91,2,4,4,2,9,-91,3,1,9,2,2,2,13,3000,3,397.25
NS15654K,48000,138000,1,1,2,0,1,1,1,2,1,1,1,1,1,0,0,1,1,0,2,2,0,1,1,1,5,2,1,-1,3,36,0,2,1,2,2,2,2,5,13,-91,2,1,2,2,1,-91,1,4,4,2,12,-91,3,1,1,1,2,4,1,100,2,397.18
NS24582D,17800,17800,1,1,2,1,1,1,1,3,-98,-98,1,1,-98,0,0,2,0,0,5,2,1,2,1,1,4,2,1,1,3,36,3,2,3,6,2,2,2,5,11,-91,2,1,2,2,1,-91,1,4,4,2,16,-91,9,1,5,2,2,5,6,-1,2,397.13
NS12418V,10400,62400,2,1,2,2,1,2,1,5,2,1,2,2,1,0,2,1,0,0,2,3,0,1,1,1,4,2,2,1,3,39,0,2,1,3,2,2,2,5,16,-91,2,1,2,2,2,2,9,4,4,2,12,-91,1,1,1,1,2,4,1,33200,2,397.13
NS14531V,-1,-1,2,1,2,1,1,2,1,15,13,1,2,2,1,0,1,1,0,0,2,2,0,1,1,2,3,2,1,1,3,36,1,2,3,3,2,2,2,5,13,-91,1,1,2,1,2,2,9,4,4,2,9,-91,3,1,1,1,2,7,1,-1,2,397.06
NS18133W,15610.4,-999,2,1,2,2,1,2,1,3,7,1,2,2,1,0,1,2,0,0,2,3,0,1,1,1,5,2,2,2,3,43,6,2,4,-97,-97,-97,-97,5,20,-91,2,2,2,2,1,-91,1,4,4,2,14,-91,10,1,1,1,2,7,1,-1,1,397
NS18838R,14900,68900,2,1,2,1,1,2,1,5,15,1,2,2,1,0,1,1,0,0,2,2,0,1,1,2,3,2,2,2,3,41,4,2,2,4,2,2,2,5,17,-91,1,1,2,1,1,-91,1,4,4,2,16,-91,4,1,1,1,2,2,1,5500,2,397
NS16838A,19259.24,44459.24,1,1,2,1,1,2,1,4,15,1,1,1,1,0,0,2,0,0,2,2,0,5,1,3,2,2,1,1,3,17,1,2,2,2,1,2,2,2,6,-91,1,2,2,1,2,2,9,4,4,2,14,-91,10,1,4,2,2,4,5,-1,2,396.93
NS10676Y,3588,39588,2,1,2,1,1,2,1,6,16,1,2,2,1,0,1,1,0,0,2,2,0,6,1,-1,-91,1,2,1,3,30,4,2,4,3,2,1,2,5,14,-91,2,1,2,2,1,-91,1,4,4,2,14,-91,0,1,1,1,2,2,1,2000,1,396.93
NS24349D,5226,47226,2,1,1,0,1,2,1,15,7,1,2,2,1,0,0,1,1,0,2,2,0,1,1,1,1,2,1,1,3,36,4,2,1,2,2,1,2,5,15,-91,1,1,2,1,1,-91,1,4,4,2,15,-91,0,1,1,1,2,7,1,-1,2,396.91
NS19150C,15600,-92,2,1,2,0,1,2,1,5,15,1,2,2,1,0,0,1,1,0,2,2,0,3,1,2,3,2,1,2,3,38,0,2,1,3,2,2,2,5,16,-91,1,1,2,1,1,-91,9,4,4,2,13,-91,1,3,2,1,2,2,3,11000,1,396.79
NS21097F,9000,26316,2,1,2,0,1,2,1,5,13,1,2,2,1,0,0,1,1,0,2,2,0,5,1,2,2,2,1,2,3,36,5,1,3,5,2,2,2,5,16,-91,1,1,2,1,1,-91,1,4,4,2,12,-91,1,2,1,1,2,1,1,15000,2,396.79
NS25636H,9000,-92,2,1,2,2,1,2,1,15,2,1,2,2,1,0,2,1,0,1,2,3,0,1,1,2,3,2,2,2,3,43,-92,2,3,2,2,2,2,5,13,-91,1,1,2,1,1,-91,1,4,4,2,11,-91,0,1,1,1,1,4,1,-1,2,396.72
NS22714G,3341.52,-92,2,1,1,0,1,2,1,15,13,1,2,2,1,0,0,1,1,0,2,1,0,5,1,1,5,2,2,2,3,40,0,2,1,3,2,2,2,5,16,-91,1,1,2,1,1,-91,1,4,4,2,19,-91,0,1,1,1,2,4,1,8000,2,396.7
NS15266Y,11000,-999,2,1,1,1,1,2,1,15,5,1,2,2,1,0,1,1,0,0,2,2,0,3,1,2,5,2,2,1,3,41,1,2,1,4,2,2,2,5,16,-91,1,2,2,2,1,-91,1,4,4,2,12,-91,2,1,1,1,2,4,1,-1,2,396.63
NS19022T,6279,-999,2,2,2,0,1,2,1,14,20,1,2,2,1,0,0,1,1,0,2,1,0,4,1,3,3,1,1,2,3,39,1,2,2,5,1,1,1,2,13,-91,1,2,2,1,2,2,9,4,4,2,4,-91,0,1,1,1,2,7,1,-1,1,396.58
NS11945Q,26000,50002.16,1,1,2,0,1,2,1,1,6,1,1,1,1,0,0,1,1,0,2,2,0,2,1,1,3,2,1,2,3,38,0,2,1,2,1,2,2,5,15,-91,2,1,2,1,2,2,9,4,4,2,14,-91,0,1,1,1,1,7,1,600,2,396.43
NS20502P,-92,-92,4,1,1,1,1,1,1,8,15,1,2,2,1,-94,-94,-94,-94,0,2,-94,0,2,1,3,3,2,-1,2,3,37,0,2,1,4,2,2,2,5,16,-91,1,1,2,1,2,2,9,4,4,2,12,-91,0,1,1,1,2,5,1,8000,1,396.38
NS19215G,13000,-99,1,1,2,1,1,2,1,15,-99,1,1,1,1,0,0,2,0,0,2,2,0,-99,1,2,3,2,1,2,3,42,1,2,2,3,2,2,2,5,10,-91,1,1,2,2,1,-91,1,4,4,2,10,-91,0,1,1,1,1,4,1,-1,1,396.36
NS13196N,4800,31800,2,1,1,0,1,2,1,5,2,1,2,2,1,0,0,1,0,0,2,1,0,2,1,1,3,2,2,2,3,45,1,2,2,3,2,2,2,5,18,-91,2,1,2,2,1,-91,1,4,4,2,15,-91,0,1,1,1,1,4,1,-1,2,396.3
NS25633E,-1,-1,1,1,2,2,1,2,1,5,7,1,1,1,1,0,1,4,0,1,2,5,0,2,1,1,5,2,1,1,2,41,0,2,1,4,2,1,2,5,16,-91,2,2,2,2,1,-91,1,4,4,2,14,-91,9,1,2,1,1,4,3,35000,4,396.29
NS11841J,-1,-1,2,1,1,1,1,2,1,16,15,2,1,1,2,0,0,1,1,0,2,2,0,6,1,4,2,2,1,2,3,26,1,2,2,3,1,2,2,1,6,-91,1,2,2,1,2,2,9,4,4,2,10,-91,2,1,1,1,2,4,1,8000,3,396.22
NS21485S,12000,-92,2,1,2,2,1,1,1,4,7,1,2,2,1,0,1,2,0,0,2,3,0,1,1,1,2,2,2,2,3,39,6,2,3,2,2,2,2,5,17,-91,1,2,2,2,1,-91,1,4,4,2,14,-91,0,1,1,1,1,5,1,-1,1,396.18
NS10832V,6875.44,-92,2,1,2,1,1,2,1,15,19,1,2,2,1,0,0,2,0,0,2,2,0,3,1,2,1,2,1,1,3,37,0,2,2,2,1,2,2,5,11,-91,1,1,2,1,1,-91,1,4,4,2,9,-91,6,1,1,1,2,2,1,4500,1,396.17
NS22639Z,30000,88800,1,1,2,2,1,2,1,2,1,1,1,1,1,0,2,1,0,0,2,3,0,2,1,1,2,2,1,1,3,41,1,2,1,4,2,2,2,5,15,-91,1,1,2,2,1,-91,1,4,4,2,18,-91,6,1,1,1,1,4,1,12000,2,395.98
NS20294L,41600,128600,1,1,1,1,1,2,1,2,7,1,1,1,1,0,1,1,0,1,2,2,0,2,1,2,5,2,1,1,3,40,0,-92,2,3,2,2,2,5,17,-91,2,1,2,2,1,-91,1,4,4,-94,14,-91,2,1,1,1,2,4,1,-1,1,395.97
NS19146P,11713,-99,2,1,2,1,1,2,1,15,-99,1,2,2,1,0,1,1,1,0,2,2,0,-99,1,2,-91,2,1,2,3,29,-99,-99,-99,4,2,2,2,5,15,-91,1,1,2,1,2,2,9,4,4,2,8,-91,5,1,5,2,1,4,6,1000,3,395.91
NS19558V,-92,-99,1,1,1,0,1,1,1,2,-99,1,1,1,1,0,0,1,1,0,2,2,0,-99,1,1,3,2,1,-92,2,39,-92,2,-92,2,2,2,2,5,17,-91,1,1,2,2,1,-91,1,4,4,2,16,-91,2,1,1,1,2,2,1,7000,1,395.85
NS19706Z,16800,38400,1,1,2,2,1,2,1,7,4,1,1,1,1,2,0,1,1,0,2,4,0,1,1,1,3,2,1,2,3,31,3,2,4,2,2,2,2,5,14,-91,2,1,2,2,1,-91,1,4,4,2,19,-91,0,1,1,1,1,4,1,9000,4,395.83
NS23228Q,-1,-1,1,1,2,1,1,2,1,2,1,1,1,1,1,0,1,1,0,0,2,2,0,1,1,2,2,2,1,1,3,36,2,2,2,4,2,2,2,5,17,-91,1,1,2,1,2,2,9,4,4,2,10,-91,0,2,1,1,2,2,1,250,1,395.77
NS25672G,25200,44400,1,1,2,1,1,2,1,15,3,1,1,1,1,0,1,1,0,0,2,2,0,1,1,1,5,2,2,1,3,40,2,2,3,4,2,1,2,5,11,-91,1,1,2,2,1,-91,1,4,4,2,17,-91,0,1,5,2,2,7,6,28000,2,395.7
NS12729X,9191,285191,2,1,2,0,1,2,1,8,4,1,2,2,1,0,0,2,0,0,2,2,0,1,1,2,3,2,2,1,3,38,1,2,2,3,2,1,2,5,15,-91,1,1,2,2,1,-91,1,4,4,2,12,-91,2,1,1,1,2,4,1,2500,2,395.65
NS25420C,8019.44,-999,2,1,2,1,1,2,1,7,15,1,2,2,1,0,0,2,1,0,2,3,0,4,1,2,5,2,1,1,3,32,2,2,3,2,1,2,1,5,15,-91,1,1,2,1,2,2,9,4,4,2,15,-91,4,1,1,1,1,2,1,12000,1,395.65
NS18227H,23805.6,-92,1,1,2,0,1,2,1,2,2,2,1,1,2,0,0,1,0,0,2,1,0,2,1,1,5,2,1,2,1,39,7,2,3,5,2,1,2,5,18,-91,1,1,2,2,1,-91,1,4,4,2,12,-91,4,1,1,1,2,5,1,-1,2,395.48
NS23471K,6013.28,23329.28,2,1,2,1,1,2,1,8,13,1,2,2,1,0,1,1,0,0,2,2,0,5,1,-1,3,2,1,2,3,27,2,-92,1,2,2,2,2,5,15,-91,2,1,2,1,2,1,9,4,4,2,14,-91,0,1,1,1,2,7,1,-1,1,395.44
NS18639N,3000,-92,1,1,1,1,1,8,1,7,2,1,1,1,1,0,1,1,1,0,2,3,0,1,1,1,1,-1,1,1,3,22,9,2,4,1,1,1,1,1,6,-91,1,2,2,1,2,2,9,4,4,2,14,-91,6,1,1,1,2,5,1,5,3,395.32
NS11653B,13754,54554,2,1,2,1,1,2,1,2,1,1,2,2,1,0,1,1,0,0,2,2,0,1,1,1,5,2,1,1,3,39,1,2,2,3,2,2,2,5,14,-91,1,1,2,1,1,-91,1,4,4,2,15,-91,9,1,1,1,2,2,1,11000,2,395.17
NS17051K,2168.4,38568.4,2,1,1,1,1,1,1,7,1,1,2,2,1,0,1,1,1,0,2,3,0,2,1,1,5,2,2,-1,3,43,0,2,2,3,2,1,2,5,17,-91,1,1,2,2,1,-91,1,4,4,2,9,-91,0,1,1,1,2,4,1,-1,2,395.15
NS20782A,4860,-999,2,1,2,0,1,2,1,7,7,1,2,2,1,0,0,1,1,0,2,2,0,-94,1,2,5,2,1,1,3,26,0,1,2,2,1,2,2,1,13,-91,1,2,2,1,2,2,9,4,4,2,11,-91,0,1,5,2,2,7,6,6000,2,395.12
NS14755S,-1,-1,1,1,2,1,1,1,1,2,5,1,1,1,1,0,0,2,0,0,2,2,0,3,1,1,5,2,2,-92,2,30,2,2,3,-91,2,2,2,5,15,-91,2,1,2,2,1,-91,1,4,4,2,10,-91,1,1,1,1,2,2,1,-1,1,395.07
NS25488D,-92,-92,3,1,2,2,1,2,1,15,13,1,1,1,1,1,3,1,0,0,2,5,0,-94,1,1,5,2,2,2,3,36,0,2,1,2,1,2,2,5,11,-91,1,1,2,2,1,-91,1,4,4,2,17,-91,5,1,2,1,1,5,3,14000,1,395.05
NS18948N,4056,-999,2,1,2,0,1,2,1,12,13,1,2,2,1,0,0,1,0,0,2,1,0,4,1,2,1,2,1,1,3,32,1,2,2,4,1,2,2,5,15,-91,2,2,2,1,2,2,9,4,4,2,14,-91,0,1,5,2,2,7,6,-1,2,395.01
NS15311X,10452,10452,2,1,2,2,1,2,1,8,-98,-98,2,2,-98,0,1,3,0,0,2,4,1,3,1,3,4,2,1,2,3,38,0,2,1,3,1,2,2,5,15,-91,1,1,2,1,2,1,9,4,4,2,14,-91,0,1,1,1,1,4,1,5500,2,395
NS10029Q,8502,26549.12,1,1,2,1,1,2,1,5,4,1,1,1,1,0,1,1,0,0,2,2,0,5,1,2,3,2,2,2,3,43,0,2,1,5,2,2,2,5,19,-91,1,1,1,1,2,1,9,4,4,2,12,-91,-1,1,2,1,2,2,3,-1,-1,394.96
NS11601B,-92,-92,2,1,2,1,1,2,1,7,4,1,2,2,1,0,1,1,0,1,2,2,0,1,1,1,5,2,1,2,3,36,0,2,2,3,2,2,2,5,15,-91,2,1,2,1,2,2,9,4,4,2,16,-91,-1,1,1,1,1,3,1,60000,1,394.92
NS15521W,5200,-1,2,1,2,1,1,2,1,16,13,1,2,2,1,0,1,1,1,0,2,2,0,1,1,2,3,2,2,1,3,40,0,2,2,4,2,1,2,5,15,-91,2,1,2,2,1,-91,1,4,4,2,14,-91,0,1,1,1,2,4,1,-1,2,394.77
NS23190R,2870.4,-99,2,1,2,2,1,2,1,15,-99,1,2,2,1,0,2,1,0,0,2,3,0,-99,1,2,4,2,2,2,1,42,0,2,2,2,2,2,2,5,13,-91,2,1,2,2,1,-91,1,4,4,-94,12,-91,0,1,1,1,2,7,1,-9,2,394.68
